subscriber_number|subscriber_id|bureau|alert_type|AlertId|create_date|vendor|fraud
743985073132|4429666|TransUnion|Fraud Statement|4498170502|2018-01-03|Unknown|0
271101442259|2870175|TransUnion|Fraud Statement|4497840594|2018-01-03|Unknown|0
782614973237|4088175|TransUnion|Fraud  Alert||2018-01-03|Unknown|0
557275295952|5051342|TransUnion|Fraud  Alert||2018-01-03|Unknown|0
816381172608|2963558|TransUnion|Fraud  Alert||2018-01-03|Unknown|0
702761560501|4492715|TransUnion|Fraud  Alert||2018-01-03|Unknown|0
851748312011|3152335|TransUnion|Fraud  Alert||2018-01-03|Unknown|0
680083009143|3564151|TransUnion|Fraud  Alert||2018-01-04|Unknown|0
333359455624|3832589|Experian|Fraud Statement|4500218380|2018-01-04||0
462684654494|2818198|Experian|Fraud Statement|4500194492|2018-01-04||0
291139342640|4745137|Experian|Fraud Statement|4500191978|2018-01-04||0
285926387148|4745139|Experian|Fraud Statement|4500191982|2018-01-04||0
329713092266|3710291|Experian|Fraud Statement|4500192188|2018-01-04||0
931238680759|2807119|Experian|Fraud Statement|4500195872|2018-01-04||0
0733311769212|2952619|Experian|Fraud Statement|4500228978|2018-01-04||0
617915132525|4698995|TransUnion|Fraud  Alert||2018-01-04|Unknown|0
607121176538|4120562|TransUnion|Fraud Statement|4503123310|2018-01-04|Unknown|0
641272179106|3065658|TransUnion|Fraud Statement|4502961610|2018-01-04|Unknown|0
095407139920|3065659|TransUnion|Fraud Statement|4502966158|2018-01-04|Unknown|0
263090792795|3065657|TransUnion|Fraud Statement|4502963366|2018-01-04|Unknown|0
610062843568|4714269|TransUnion|Fraud Statement|4502459396|2018-01-04|Unknown|0
619978116154|4229887|TransUnion|Fraud Statement|4502434426|2018-01-04|Unknown|0
728999075100|3760101|TransUnion|Fraud Statement|4502472090|2018-01-04|Unknown|0
368809297619|4575191|TransUnion|Fraud Statement|4502193190|2018-01-04|Unknown|0
791015431699|5065108|TransUnion|Fraud Statement|4501897872|2018-01-04|Unknown|0
333359455624|3832589|TransUnion|Fraud Statement|4501956528|2018-01-04|Unknown|1
983662983694|3209632|TransUnion|Fraud Statement|4501678834|2018-01-04|Unknown|0
663266692681|2912524|TransUnion|Fraud Statement|4501574962|2018-01-04|Unknown|0
249835841512|4437073|TransUnion|Fraud Statement|4500941780|2018-01-04|Unknown|0
005662670914|1344374|TransUnion|Fraud Statement|4500906944|2018-01-04|Unknown|0
599783064914|3364499|TransUnion|Fraud Statement|4500786900|2018-01-04|Unknown|0
586770820026|3814481|TransUnion|Fraud Statement|4500545376|2018-01-04|Unknown|0
098005553585|3039452|TransUnion|Fraud Statement|4503807646|2018-01-04|Unknown|0
042045908610|4688926|TransUnion|Fraud Statement|4503476222|2018-01-04|Unknown|0
416387474283|2157022|TransUnion|Fraud Statement|4503612834|2018-01-04|Unknown|1
993881876194|3752676|TransUnion|Fraud Statement|4503156146|2018-01-04|Unknown|0
293109761505|3187155|TransUnion|Fraud  Alert||2018-01-04|Unknown|0
925223125602|3659953|TransUnion|Fraud  Alert||2018-01-05|Unknown|0
119661176257|2807762|Experian|Fraud Statement|4505282144|2018-01-05||0
291139342640|4745137|Experian|Fraud Statement|4505270154|2018-01-05||0
285926387148|4745139|Experian|Fraud Statement|4505270166|2018-01-05||0
644483058401|4757592|Experian|Fraud Statement|4505289320|2018-01-05||0
141939578875|2988494|Experian|Fraud Statement|4505306184|2018-01-05||0
127110917206|4734860|TransUnion|Fraud  Alert||2018-01-05|Unknown|0
259112557129|3809733|TransUnion|Fraud Statement|4509990010|2018-01-05|Unknown|0
855411627777|4437038|TransUnion|Fraud Statement|4509928192|2018-01-05|Unknown|0
387475844491|5004504|TransUnion|Fraud Statement|4509957410|2018-01-05|Unknown|0
285926387148|4745139|TransUnion|Fraud Statement|4509700376|2018-01-05|Unknown|1
291139342640|4745137|TransUnion|Fraud Statement|4509706096|2018-01-05|Unknown|1
536881430546|4605099|TransUnion|Fraud Statement|4509656568|2018-01-05|Unknown|1
228333744791|4548905|TransUnion|Fraud Statement|4509303480|2018-01-05|Unknown|0
745049532777|4675725|TransUnion|Fraud Statement|4509346558|2018-01-05|Unknown|0
783941220590|3816074|TransUnion|Fraud Statement|4509086064|2018-01-05|Unknown|0
601041729844|3786907|TransUnion|Fraud Statement|4508811016|2018-01-05|Unknown|0
621164414582|4577285|TransUnion|Fraud Statement|4508485076|2018-01-05|Unknown|0
329713092266|3710291|TransUnion|Fraud Statement|4507548676|2018-01-05|Unknown|0
485453697042|4747562|TransUnion|Fraud Statement|4507235470|2018-01-05|Unknown|0
460047819383|4948233|TransUnion|Fraud Statement|4506869636|2018-01-05|Unknown|0
253147806752|4848385|TransUnion|Fraud Statement|4511371234|2018-01-05|Unknown|0
597434151160|3734517|TransUnion|Fraud Statement|4506363726|2018-01-05|Unknown|0
430333903902|4355396|TransUnion|Fraud Statement|4511173184|2018-01-05|Unknown|0
301027230401|4739430|TransUnion|Fraud Statement|4510892838|2018-01-05|Unknown|0
929193828263|3133532|TransUnion|Fraud Statement|4506012250|2018-01-05|Unknown|0
366645333698|4416605|TransUnion|Fraud Statement|4505959992|2018-01-05|Unknown|0
090911764779|2129526|TransUnion|Fraud Statement|4505674924|2018-01-05|Unknown|0
266275499031|4861031|TransUnion|Fraud Statement|4510270558|2018-01-05|Unknown|0
126596768634|4736899|TransUnion|Fraud  Alert||2018-01-05|Unknown|0
032365197636|4698634|TransUnion|Fraud  Alert||2018-01-05|Unknown|0
508417851883|2190670|Experian|Fraud Statement|4512776692|2018-01-06||0
018230526050|2866597|Experian|Fraud Statement|4512772628|2018-01-06||0
917134792596|3564466|Experian|Fraud Statement|4512762214|2018-01-06||0
887792848768|3368136|Experian|Fraud Statement|4512764852|2018-01-06||0
0389544410864|5099538|TransUnion|Fraud  Alert||2018-01-06|Unknown|0
780631395704|3845564|TransUnion|Fraud  Alert||2018-01-06|Unknown|0
957130704200|4714772|TransUnion|Fraud Statement|4516513756|2018-01-06|Unknown|0
140142235179|3752654|TransUnion|Fraud Statement|4515898620|2018-01-06|Unknown|0
402203259401|5058678|TransUnion|Fraud Statement|4513863230|2018-01-06|Unknown|0
018230526050|2866597|TransUnion|Fraud Statement|4515851512|2018-01-06|Unknown|1
297458323751|2135274|TransUnion|Fraud Statement|4513786706|2018-01-06|Unknown|0
536881430546|4605099|TransUnion|Fraud Statement|4515708126|2018-01-06|Unknown|1
171960295254|4851657|TransUnion|Fraud Statement|4515540292|2018-01-06|Unknown|0
639955317644|4565836|TransUnion|Fraud Statement|4515433114|2018-01-06|Unknown|0
448475258181|2948078|TransUnion|Fraud Statement|4515440902|2018-01-06|Unknown|1
863431777262|4193607|TransUnion|Fraud Statement|4515402104|2018-01-06|Unknown|0
872647995414|3850520|TransUnion|Fraud Statement|4516804002|2018-01-06|Unknown|1
067892526190|1492525|TransUnion|Fraud Statement|4515034158|2018-01-06|Unknown|0
600683808806|4986940|TransUnion|Fraud Statement|4516670766|2018-01-06|Unknown|0
440580064742|4390727|TransUnion|Fraud Statement|4516660770|2018-01-06|Unknown|0
725300862258|3750916|TransUnion|Fraud Statement|4514970692|2018-01-06|Unknown|0
119661176257|2807762|TransUnion|Fraud Statement|4514844170|2018-01-06|Unknown|0
141939578875|2988494|TransUnion|Fraud Statement|4514850226|2018-01-06|Unknown|0
745619684761|4681036|TransUnion|Fraud Statement|4514497084|2018-01-06|Unknown|0
287002044130|4670354|TransUnion|Fraud  Alert||2018-01-06|Unknown|0
332190766163|3425968|TransUnion|Fraud  Alert||2018-01-06|Unknown|0
961912536348|3732284|TransUnion|Fraud  Alert||2018-01-06|Unknown|0
0420509324988|4434130|Experian|Fraud Statement|4517843124|2018-01-07||0
523018449785|4731916|Experian|Fraud Statement|4517817676|2018-01-07||0
387386811346|2917871|Experian|Fraud Statement|4517820046|2018-01-07||0
537389600076|2268260|Experian|Fraud Statement|4517801816|2018-01-07||0
765344275999|4898024|Experian|Fraud Statement|4517805048|2018-01-07||0
898406839041|2855280|Experian|Fraud Statement|4517807752|2018-01-07||0
447209840788|3360197|Experian|Fraud Statement|4517808602|2018-01-07||0
570872343289|2916613|Experian|Fraud Statement|4517806144|2018-01-07||0
0584742770001|4480371|Experian|Fraud Statement|4517808078|2018-01-07||0
768307820840|3357799|TransUnion|Fraud  Alert||2018-01-07|Unknown|0
143269809680|4493129|TransUnion|Fraud Statement|4519944004|2018-01-07|Unknown|0
765344275999|4898024|TransUnion|Fraud Statement|4519805298|2018-01-07|Unknown|0
996803510278|4162803|TransUnion|Fraud Statement|4520123126|2018-01-07|Unknown|0
992427717822|4440948|TransUnion|Fraud Statement|4519737480|2018-01-07|Unknown|0
619579572954|4436254|TransUnion|Fraud Statement|4519612974|2018-01-07|Unknown|0
447209840788|3360197|TransUnion|Fraud Statement|4519784392|2018-01-07|Unknown|0
209149281273|2637086|TransUnion|Fraud Statement|4519473684|2018-01-07|Unknown|0
0420509324988|4434130|TransUnion|Fraud Statement|4519739420|2018-01-07|Unknown|0
785439528018|4443123|TransUnion|Fraud Statement|4519494192|2018-01-07|Unknown|0
075281258892|4051691|TransUnion|Fraud Statement|4519462380|2018-01-07|Unknown|0
101455164435|4679406|TransUnion|Fraud Statement|4519689094|2018-01-07|Unknown|0
690287479313|3483058|TransUnion|Fraud Statement|4519664538|2018-01-07|Unknown|0
387386811346|2917871|TransUnion|Fraud Statement|4518952140|2018-01-07|Unknown|0
631048832799|3735119|TransUnion|Fraud Statement|4519060764|2018-01-07|Unknown|1
352167782386|4124277|TransUnion|Fraud Statement|4518884540|2018-01-07|Unknown|0
143872740184|2951899|TransUnion|Fraud Statement|4518876126|2018-01-07|Unknown|0
917134792596|3564466|TransUnion|Fraud Statement|4518719448|2018-01-07|Unknown|0
921849367216|3557220|TransUnion|Fraud Statement|4518575298|2018-01-07|Unknown|0
042425249290|4684284|TransUnion|Fraud Statement|4518678986|2018-01-07|Unknown|0
766981875486|4436209|TransUnion|Fraud Statement|4518244248|2018-01-07|Unknown|0
004981790449|4860417|TransUnion|Fraud Statement|4517937924|2018-01-07|Unknown|0
709975569655|4566610|TransUnion|Fraud  Alert||2018-01-07|Unknown|1
0025794604530|5096920|TransUnion|Fraud  Alert||2018-01-07|Unknown|0
297977090364|5059797|TransUnion|Fraud  Alert||2018-01-08|Unknown|0
339095422804|2712565|Experian|Fraud Statement|4520396349|2018-01-08||0
829289482398|2811003|Experian|Fraud Statement|4520379189|2018-01-08||0
0999656141496|4610070|Experian|Fraud Statement|4520391515|2018-01-08||0
221304028845|2956237|Experian|Fraud Statement|4520374465|2018-01-08||0
866355896895|4002801|TransUnion|Fraud Statement|4521256013|2018-01-08|Unknown|0
749068447477|4471269|TransUnion|Fraud Statement|4521213109|2018-01-08|Unknown|0
338058465833|4849475|TransUnion|Fraud Statement|4521190623|2018-01-08|Unknown|0
065527266819|2258346|TransUnion|Fraud Statement|4521000647|2018-01-08|Unknown|0
0073980981773|4408569|TransUnion|Fraud Statement|4521016637|2018-01-08|Unknown|0
946789686238|2147304|TransUnion|Fraud Statement|4521003703|2018-01-08|Unknown|0
645982317989|3741851|TransUnion|Fraud Statement|4521090387|2018-01-08|Unknown|0
221304028845|2956237|TransUnion|Fraud Statement|4520974611|2018-01-08|Unknown|0
537389600076|2268260|TransUnion|Fraud Statement|4520761595|2018-01-08|Unknown|0
259707043394|2833571|TransUnion|Fraud Statement|4520719077|2018-01-08|Unknown|1
318328021147|2905915|TransUnion|Fraud Statement|4520655049|2018-01-08|Unknown|0
570872343289|2916613|TransUnion|Fraud Statement|4520983541|2018-01-08|Unknown|0
296994633312|3837166|TransUnion|Fraud Statement|4520642117|2018-01-08|Unknown|0
186736150143|4471247|TransUnion|Fraud Statement|4520582819|2018-01-08|Unknown|0
524477946946|2149033|TransUnion|Fraud Statement|4520590183|2018-01-08|Unknown|0
470872377113|4962112|TransUnion|Fraud Statement|4520691423|2018-01-08|Unknown|0
439735482252|1928231|TransUnion|Fraud Statement|4520611489|2018-01-08||0
043932759246|3733519|TransUnion|Fraud Statement|4520546557|2018-01-08|Unknown|0
983295488544|4744906|TransUnion|Fraud  Alert||2018-01-08|Unknown|1
280195339326|3402904|TransUnion|Fraud  Alert||2018-01-08|Unknown|0
266034927696|3745015|TransUnion|Fraud  Alert||2018-01-08|Unknown|0
254783337297|2936776|Experian|Fraud Statement|4522773775|2018-01-09||0
850344378861|2865464|Experian|Fraud Statement|4522777937|2018-01-09||0
439229995454|2812292|Experian|Fraud Statement|4522788581|2018-01-09||0
426210339998|2233957|Experian|Fraud Statement|4522797419|2018-01-09||0
544097869464|2816653|Experian|Fraud Statement|4522797655|2018-01-09||0
961314634350|3564070|Experian|Fraud Statement|4522806157|2018-01-09||0
446343747030|3833096|Experian|Fraud Statement|4522794167|2018-01-09||0
153023098644|3564020|Experian|Fraud Statement|4522783891|2018-01-09||0
381891793077|4738109|Experian|Fraud Statement|4522784217|2018-01-09||0
770690256222|2822808|TransUnion|Fraud Statement|4523420803|2018-01-09|Unknown|0
523018449785|4731916|TransUnion|Fraud Statement|4523355229|2018-01-09|Unknown|0
825305055878|4452663|TransUnion|Fraud Statement|4523439485|2018-01-09|Unknown|0
829289482398|2811003|TransUnion|Fraud Statement|4523444403|2018-01-09|Unknown|0
104249108955|4951498|TransUnion|Fraud Statement|4523429111|2018-01-09|Unknown|0
439229995454|2812292|TransUnion|Fraud Statement|4523300769|2018-01-09|Unknown|0
339095422804|2712565|TransUnion|Fraud Statement|4523345107|2018-01-09|Unknown|0
474993841638|3720465|TransUnion|Fraud Statement|4523300031|2018-01-09|Unknown|0
745049532777|4675725|TransUnion|Fraud Statement|4523248237|2018-01-09|Unknown|0
153023098644|3564020|TransUnion|Fraud Statement|4523181561|2018-01-09|Unknown|0
990468437537|3727934|TransUnion|Fraud Statement|4523183905|2018-01-09|Unknown|0
487544212728|5058668|TransUnion|Fraud Statement|4523058595|2018-01-09|Unknown|0
989303250886|2988936|TransUnion|Fraud Statement|4523130427|2018-01-09|Unknown|0
0999656141496|4610070|TransUnion|Fraud Statement|4523122259|2018-01-09|Unknown|0
266034927696|3745015|TransUnion|Fraud Statement|4523151957|2018-01-09|Unknown|0
512575972172|3764419|TransUnion|Fraud Statement|4523114153|2018-01-09|Unknown|0
744780013962|4981025|TransUnion|Fraud  Alert||2018-01-09|Unknown|0
492365917429|4900093|TransUnion|Fraud  Alert||2018-01-10|Unknown|0
514296776403|4981305|Experian|Fraud Statement|4524656839|2018-01-10||0
000758322115|4836407|Experian|Fraud Statement|4524653555|2018-01-10||0
353706622974|3586589|Experian|Fraud Statement|4524647809|2018-01-10||0
649468879952|3989330|Experian|Fraud Statement|4524643185|2018-01-10||0
742721881847|4679903|Experian|Fraud Statement|4524625729|2018-01-10||0
445423709349|4684706|Experian|Fraud Statement|4524634385|2018-01-10||0
334277203064|4684707|Experian|Fraud Statement|4524634395|2018-01-10||0
961314634350|3564070|TransUnion|Fraud Statement|4526098437|2018-01-10|Unknown|0
482983168386|4911352|TransUnion|Fraud Statement|4525987495|2018-01-10|Unknown|0
557884591443|4841362|TransUnion|Fraud Statement|4525632549|2018-01-10|Unknown|0
704279876809|2165417|TransUnion|Fraud Statement|4529397885|2018-01-10|Unknown|1
338063879557|5060005|TransUnion|Fraud Statement|4529479379|2018-01-10|Unknown|0
777656500239|5060004|TransUnion|Fraud Statement|4529482741|2018-01-10|Unknown|0
015972508595|5001563|TransUnion|Fraud Statement|4529324353|2018-01-10|Unknown|0
127217844775|4738047|TransUnion|Fraud  Alert||2018-01-10|Unknown|0
683134730233|4640087|TransUnion|Fraud Statement|4529152245|2018-01-10|Unknown|0
850344378861|2865464|TransUnion|Fraud Statement|4529009245|2018-01-10|Unknown|0
426210339998|2233957|TransUnion|Fraud Statement|4529798299|2018-01-10|Unknown|0
514296776403|4981305|TransUnion|Fraud Statement|4529791485|2018-01-10|Unknown|0
458684229255|4180837|TransUnion|Fraud Statement|4529840683|2018-01-10|Unknown|0
446343747030|3833096|TransUnion|Fraud Statement|4529784159|2018-01-10|Unknown|0
544097869464|2816653|TransUnion|Fraud Statement|4530036495|2018-01-10|Unknown|1
353706622974|3586589|TransUnion|Fraud Statement|4530031847|2018-01-10|Unknown|0
0269235619270|5130102|TransUnion|Fraud Statement|4527454743|2018-01-10|Unknown|0
927354957637|3070037|TransUnion|Fraud Statement|4527335011|2018-01-10|Unknown|0
997751339254|4449037|TransUnion|Fraud Statement|4530963037|2018-01-10|Unknown|0
743895241856|5107261|TransUnion|Fraud Statement|4530673175|2018-01-10|Unknown|0
629519376059|2838293|TransUnion|Fraud Statement|4526703749|2018-01-10|Unknown|0
709285068488|4501907|TransUnion|Fraud Statement|4526664123|2018-01-10|Unknown|0
526704058805|3806721|TransUnion|Fraud Statement|4531359633|2018-01-10|Unknown|0
086780319008|4867922|TransUnion|Fraud Statement|4526504125|2018-01-10|Unknown|0
173862849315|3470293|TransUnion|Fraud Statement|4526619739|2018-01-10|Unknown|0
254783337297|2936776|TransUnion|Fraud Statement|4530332473|2018-01-10|Unknown|0
387487220346|4775070|TransUnion|Fraud Statement|4526346229|2018-01-10|Unknown|1
946007536945|4894549|TransUnion|Fraud Statement|4530394927|2018-01-10|Unknown|0
291432025204|4907635|TransUnion|Fraud  Alert||2018-01-10|Unknown|0
888687901591|4942768|TransUnion|Fraud  Alert||2018-01-10|Unknown|0
326058111173|4689789|TransUnion|Fraud  Alert||2018-01-10|Unknown|0
043409464976|4247523|TransUnion|Fraud  Alert||2018-01-11|Unknown|1
323476718540|3711976|Experian|Fraud Statement|4532135851|2018-01-11||0
232932699587|4579244|Experian|Fraud Statement|4532136011|2018-01-11||0
595636093819|2806640|Experian|Fraud Statement|4532125027|2018-01-11||0
076732934590|4506622|Experian|Fraud Statement|4532117479|2018-01-11||0
884682930008|3989329|Experian|Fraud Statement|4532134999|2018-01-11||0
810473458934|3563691|Experian|Fraud Statement|4532132171|2018-01-11||0
854772242290|3834149|Experian|Fraud Statement|4532122727|2018-01-11||0
821955076918|4506257|Experian|Fraud Statement|4532123877|2018-01-11||0
627011143433|2905543|Experian|Fraud Statement|4532148119|2018-01-11||0
119428853225|4745358|Experian|Fraud Statement|4532148283|2018-01-11||0
018031215648|4905968|Experian|Fraud Statement|4532107517|2018-01-11||0
170553659908|2885641|Experian|Fraud Statement|4532137713|2018-01-11||0
822644504619|4981875|Experian|Fraud Statement|4532106897|2018-01-11||0
172135304643|4506254|Experian|Fraud Statement|4532136711|2018-01-11||0
352858120237|4673694|TransUnion|Fraud  Alert||2018-01-11|Unknown|0
759237598468|5013138|TransUnion|Fraud  Alert||2018-01-11|Unknown|0
830264313809|2851772|TransUnion|Fraud  Alert||2018-01-11|Unknown|0
384038277370|2851773|TransUnion|Fraud  Alert||2018-01-11|Unknown|1
536582616082|4662153|TransUnion|Fraud Statement|4532505569|2018-01-11|Unknown|0
167818593844|4913661|TransUnion|Fraud Statement|4536206465|2018-01-11|Unknown|0
291561335164|3737144|TransUnion|Fraud Statement|4536403159|2018-01-11|Unknown|0
337240839281|3073347|TransUnion|Fraud Statement|4536190505|2018-01-11|Unknown|0
649468879952|3989330|TransUnion|Fraud Statement|4536369729|2018-01-11|Unknown|0
275567664999|3036241|TransUnion|Fraud Statement|4536115481|2018-01-11|Unknown|0
336877795760|3757524|TransUnion|Fraud Statement|4536039829|2018-01-11|Unknown|1
389867866514|2994741|TransUnion|Fraud Statement|4535650743|2018-01-11|Unknown|0
033220640933|4287599|TransUnion|Fraud Statement|4535241127|2018-01-11|Unknown|0
323476718540|3711976|TransUnion|Fraud Statement|4535329401|2018-01-11|Unknown|0
168006561060|3780389|TransUnion|Fraud Statement|4535186577|2018-01-11|Unknown|0
178842295051|4027261|TransUnion|Fraud Statement|4535130373|2018-01-11|Unknown|0
000758322115|4836407|TransUnion|Fraud Statement|4535099267|2018-01-11|Unknown|0
018031215648|4905968|TransUnion|Fraud Statement|4535210467|2018-01-11|Unknown|0
027028828601|1883049|TransUnion|Fraud Statement|4534704441|2018-01-11|Unknown|0
477123886409|2961655|TransUnion|Fraud Statement|4534111811|2018-01-11|Unknown|0
219490183753|3725883|TransUnion|Fraud Statement|4533810635|2018-01-11|Unknown|0
822644504619|4981875|TransUnion|Fraud Statement|4533697095|2018-01-11|Unknown|0
445423709349|4684706|TransUnion|Fraud Statement|4533516837|2018-01-11|Unknown|0
467822203310|4716734|TransUnion|Fraud Statement|4533399663|2018-01-11|Unknown|0
334277203064|4684707|TransUnion|Fraud Statement|4533509921|2018-01-11|Unknown|0
551035102363|3155396|TransUnion|Fraud Statement|4533210841|2018-01-11|Unknown|0
291181790806|4565968|TransUnion|Fraud Statement|4536995713|2018-01-11|Unknown|0
627011143433|2905543|TransUnion|Fraud Statement|4536780463|2018-01-11|Unknown|0
742721881847|4679903|TransUnion|Fraud Statement|4536665111|2018-01-11|Unknown|0
104293677825|4975255|TransUnion|Fraud  Alert||2018-01-11|Unknown|0
869083005870|4926310|TransUnion|Fraud  Alert||2018-01-12|Unknown|0
187331919025|5048849|TransUnion|Fraud  Alert||2018-01-12|Unknown|0
436298001034|4057022|Experian|Fraud Statement|4538092457|2018-01-12||0
530232099662|3158202|Experian|Fraud Statement|4538050009|2018-01-12||0
279916887595|4037972|Experian|Fraud Statement|4538044061|2018-01-12||0
859028876176|3992053|Experian|Fraud Statement|4538082605|2018-01-12||0
669796789968|4970266|Experian|Fraud Statement|4538082773|2018-01-12||0
177115581666|3707690|Experian|Fraud Statement|4538084109|2018-01-12||0
007704795439|3463954|Experian|Fraud Statement|4538046175|2018-01-12||0
701154327897|2097244|Experian|Fraud Statement|4538036399|2018-01-12||0
332466477110|3662535|Experian|Fraud Statement|4538062357|2018-01-12||0
969090090590|4758262|Experian|Fraud Statement|4538040147|2018-01-12||0
445156682978|3850286|Experian|Fraud Statement|4538084665|2018-01-12||0
906533307976|4879808|Experian|Fraud Statement|4538059615|2018-01-12||0
806336404558|2859609|Experian|Fraud Statement|4538045537|2018-01-12||0
507056168920|2911910|Experian|Fraud Statement|4538051421|2018-01-12||0
777769918147|5023872|TransUnion|Fraud Statement|4538984253|2018-01-12|Unknown|0
884682930008|3989329|TransUnion|Fraud Statement|4541223167|2018-01-12|Unknown|0
580531170483|3076666|TransUnion|Fraud Statement|4541387323|2018-01-12|Unknown|0
705402341882|1764126|TransUnion|Fraud Statement|4541272069|2018-01-12|Unknown|0
641106651310|4650307|TransUnion|Fraud Statement|4541445031|2018-01-12|Unknown|0
978230076976|3485888|TransUnion|Fraud Statement|4541523155|2018-01-12|Unknown|0
503716801530|3743484|TransUnion|Fraud Statement|4541508347|2018-01-12|Unknown|1
906533307976|4879808|TransUnion|Fraud Statement|4541496931|2018-01-12|Unknown|0
006194090356|5010702|TransUnion|Fraud Statement|4540913587|2018-01-12|Unknown|0
170553659908|2885641|TransUnion|Fraud Statement|4540720441|2018-01-12|Unknown|0
119428853225|4745358|TransUnion|Fraud Statement|4538610575|2018-01-12|Unknown|1
279916887595|4037972|TransUnion|Fraud Statement|4540730339|2018-01-12|Unknown|0
